Group,FishID,Group_Size,Date,Time,Observer,Tank,Chase,Chased,In_Refuge,Elo_daily,Elo_stability,Pellet_Bites,Pellet_Order,NovelBites,NovelOrder,Trial,Weight,Length
131,2_UNTAG_1,2,3/29/20,1:59,LP,1,5,0,0,1249,1,1,1,11,1,7,0.706,31
131,3_YR,2,3/30/20,10:10,LP,1,0,1,0,747,1,0,N/A,3,2,8,0.703,33
131,2_UNTAG_1,2,3/30/20,10:10,LP,1,1,0,0,1253,1,4,1,2,1,8,0.706,31
131,3_YR,2,3/31/20,2:50,LP,1,0,1,0,743,1,2,2,0,N/A,9,0.703,33
131,2_UNTAG_1,2,3/31/20,2:50,LP,1,1,0,0,1257,1,2,1,5,1,9,0.706,31
131,3_YR,2,4/1/20,2:01,LP,1,0,4,0,731,1,0,N/A,7,2,10,0.703,33
131,2_UNTAG_1,2,4/1/20,2:01,LP,1,4,0,0,1269,1,4,1,17,1,10,0.706,31
104,18_YG,4,4/3/20,3:15,LP,1,0,0,0,1093,0.9688,3,3,,,1,0.198,23
104,17_BR,4,4/3/20,3:15,LP,1,0,0,0,1093,0.9688,10,1,,,1,0.546,29
104,14_BY,4,4/3/20,3:15,LP,1,0,0,0,1093,0.9688,3,4,,,1,0.617,32
104,2_UNTAG_7,4,4/3/20,3:15,LP,1,0,0,0,1093,0.9688,5,2,,,1,0.654,29
104,18_YG,4,4/4/20,1:00,LP,1,0,1,0,950,0.9688,4,3,,,2,0.198,23
104,17_BR,4,4/4/20,1:00,LP,1,0,0,0,1000,0.9688,4,4,,,2,0.546,29
104,14_BY,4,4/4/20,1:00,LP,1,2,0,0,1093,0.9688,2,1,,,2,0.617,32
104,2_UNTAG_7,4,4/4/20,1:00,LP,1,0,1,0,957,0.9688,5,2,,,2,0.654,29
104,18_YG,4,4/5/20,10:45,LP,1,1,5,3,797,0.9688,0,N/A,,,3,0.198,23
104,17_BR,4,4/5/20,10:45,LP,1,1,1,0,1014,0.9688,9,1,,,3,0.546,29
104,14_BY,4,4/5/20,10:45,LP,1,4,0,0,1200,0.9688,0,N/A,,,3,0.617,32
104,2_UNTAG_7,4,4/5/20,10:45,LP,1,3,3,1,989,0.9688,1,2,,,3,0.654,29
104,18_YG,4,4/6/20,9:55,LP,1,0,2,0,749,0.9688,0,N/A,,,4,0.198,23
104,17_BR,4,4/6/20,9:55,LP,1,13,0,0,1350,0.9688,8,1,,,4,0.546,29
104,14_BY,4,4/6/20,9:55,LP,1,0,6,0,1023,0.9688,4,3,,,4,0.617,32
104,2_UNTAG_7,4,4/6/20,9:55,LP,1,1,6,0,878,0.9688,1,2,,,4,0.654,29
104,18_YG,4,4/7/20,12:00,LP,1,0,5,0,720,0.9688,0,N/A,,,5,0.198,23
104,17_BR,4,4/7/20,12:00,LP,1,12,0,0,1403,0.9688,4,1,,,5,0.546,29
104,14_BY,4,4/7/20,12:00,LP,1,3,2,0,1052,0.9688,0,N/A,,,5,0.617,32
104,2_UNTAG_7,4,4/7/20,12:00,LP,1,0,8,0,825,0.9688,1,2,,,5,0.654,29
104,18_YG,4,4/8/20,12:10,LP,1,0,3,0,661,0.9688,0,N/A,0,N/A,6,0.198,23
104,17_BR,4,4/8/20,12:10,LP,1,0,0,0,1403,0.9688,6,1,4,2,6,0.546,29
104,14_BY,4,4/8/20,12:10,LP,1,7,0,3,1141,0.9688,0,N/A,4,1,6,0.617,32
104,2_UNTAG_7,4,4/8/20,12:10,LP,1,1,5,1,795,0.9688,2,2,2,3,6,0.654,29
104,18_YG,4,4/9/20,11:08,LP,1,0,1,0,657,0.9688,1,3,4,1,7,0.198,23
104,17_BR,4,4/9/20,11:08,LP,1,15,0,0,1450,0.9688,3,1,2,3,7,0.546,29
104,14_BY,4,4/9/20,11:08,LP,1,3,2,0,1131,0.9688,2,2,12,2,7,0.617,32
104,2_UNTAG_7,4,4/9/20,11:08,LP,1,0,15,0,762,0.9688,4,4,0,N/A,7,0.654,29
104,18_YG,4,4/10/20,12:30,LP,1,1,11,0,483,0.9688,0,N/A,4,4,8,0.198,23
104,17_BR,4,4/10/20,12:30,LP,1,9,1,0,1448,0.9688,4,1,9,1,8,0.546,29
104,14_BY,4,4/10/20,12:30,LP,1,4,4,0,1083,0.9688,3,2,15,2,8,0.617,32
104,2_UNTAG_7,4,4/10/20,12:30,LP,1,12,10,4,986,0.9688,2,3,3,3,8,0.654,29
104,18_YG,4,4/11/20,1:30,LP,1,0,0,0,483,0.9688,2,4,0,N/A,9,0.198,23
104,17_BR,4,4/11/20,1:30,LP,1,5,2,0,1391,0.9688,2,1,6,2,9,0.546,29
104,14_BY,4,4/11/20,1:30,LP,1,2,2,0,1178,0.9688,2,2,1,3,9,0.617,32
104,2_UNTAG_7,4,4/11/20,1:30,LP,1,0,3,0,948,0.9688,2,3,5,1,9,0.654,29
104,18_YG,4,4/12/20,1:30,LP,1,0,0,0,483,0.9688,1,3,1,3,10,0.198,23
104,17_BR,4,4/12/20,1:30,LP,1,5,0,0,1472,0.9688,4,1,3,1,10,0.546,29
104,14_BY,4,4/12/20,1:30,LP,1,2,4,0,1137,0.9688,2,2,3,2,10,0.617,32
104,2_UNTAG_7,4,4/12/20,1:30,LP,1,0,3,0,908,0.9688,2,4,3,4,10,0.654,29
144,1_UNTAG_3,3,4/14/20,9:30,LP,1,0,0,0,1000,1,1,3,,,1,0.407,26
144,14_RY,3,4/14/20,9:30,LP,1,0,0,0,1000,1,2,1,,,1,0.55,31
144,18_BY,3,4/14/20,9:30,LP,1,0,0,0,1000,1,1,2,,,1,0.571,32
144,1_UNTAG_3,3,4/15/20,10:00,LP,1,0,2,0,914,1,1,1,,,2,0.407,26
144,14_RY,3,4/15/20,10:00,LP,1,2,0,0,1086,1,2,3,,,2,0.55,31
144,18_BY,3,4/15/20,10:00,LP,1,0,0,0,1000,1,2,2,,,2,0.571,32
144,1_UNTAG_3,3,4/16/20,1:40,LP,1,0,6,0,780,1,0,N/A,,,3,0.407,26
144,14_RY,3,4/16/20,1:40,LP,1,5,0,0,1193,1,3,1,,,3,0.55,31
144,18_BY,3,4/16/20,1:40,LP,1,2,1,0,1027,1,3,2,,,3,0.571,32
144,1_UNTAG_3,3,4/17/20,12:45,LP,1,0,4,0,743,1,2,2,,,4,0.407,26
144,14_RY,3,4/17/20,12:45,LP,1,6,0,0,1272,1,2,1,,,4,0.55,31
144,18_BY,3,4/17/20,12:45,LP,1,1,3,7,985,1,2,3,,,4,0.571,32
144,1_UNTAG_3,3,4/18/20,3:40,LP,1,0,6,6,726,1,1,2,,,5,0.407,26
144,14_RY,3,4/18/20,3:40,LP,1,16,0,1,1373,1,5,1,,,5,0.55,31
144,18_BY,3,4/18/20,3:40,LP,1,0,10,4,901,1,1,3,,,5,0.571,32
144,1_UNTAG_3,3,4/19/20,2:15,LP,1,0,0,11,726,1,2,2,6,3,6,0.407,26
144,14_RY,3,4/19/20,2:15,LP,1,0,0,0,1373,1,5,1,5,1,6,0.55,31
144,18_BY,3,4/19/20,2:15,LP,1,0,0,11,901,1,0,N/A,2,2,6,0.571,32
144,1_UNTAG_3,3,4/20/20,9:45,LP,1,0,7,7,647,1,0,N/A,6,1,7,0.407,26
144,14_RY,3,4/20/20,9:45,LP,1,17,0,0,1421,1,5,1,3,2,7,0.55,31
144,18_BY,3,4/20/20,9:45,LP,1,3,13,4,932,1,2,2,5,3,7,0.571,32
144,1_UNTAG_3,3,4/21/20,10:00,LP,1,0,0,11,647,1,0,N/A,0,N/A,8,0.407,26
144,14_RY,3,4/21/20,10:00,LP,1,6,0,0,1442,1,5,1,9,1,8,0.55,31
144,18_BY,3,4/21/20,10:00,LP,1,0,6,0,911,1,1,2,1,2,8,0.571,32
144,1_UNTAG_3,3,4/22/20,1:30,LP,1,0,3,0,647,1,1,2,2,2,9,0.407,26
144,14_RY,3,4/22/20,1:30,LP,1,3,0,0,1442,1,5,1,0,N/A,9,0.55,31
144,18_BY,3,4/22/20,1:30,LP,1,0,0,11,911,1,1,3,2,1,9,0.571,32
144,1_UNTAG_3,3,4/23/20,10:50,LP,1,0,0,11,647,1,0,N/A,9,1,10,0.407,26
144,14_RY,3,4/23/20,10:50,LP,1,1,0,0,1451,1,4,1,6,2,10,0.55,31
144,18_BY,3,4/23/20,10:50,LP,1,0,1,4,902,1,2,2,2,3,10,0.571,32
208,1_RY,4,8/12/19,1:36,WC,2,0,1,4,950,0.875,0,N/A,,,1,0.188,26
208,3_GR,4,8/12/19,1:36,WC,2,1,9,4,805,0.875,1,3,,,1,0.244,26
208,5_YG,4,8/12/19,1:36,WC,2,8,4,0,1020,0.875,4,2,,,1,0.253,26
208,7_BY,4,8/12/19,1:36,WC,2,6,1,0,1225,0.875,3,1,,,1,0.35,32
208,1_RY,4,8/13/19,12:46,JY,2,0,0,11,950,0.875,0,N/A,,,2,0.188,26
208,3_GR,4,8/13/19,12:46,JY,2,2,5,0,810,0.875,5,2,,,2,0.244,26
208,5_YG,4,8/13/19,12:46,JY,2,5,1,0,1104,0.875,6,1,,,2,0.253,26
208,7_BY,4,8/13/19,12:46,JY,2,0,1,10,1136,0.875,3,3,,,2,0.35,32
208,1_RY,4,8/14/19,2:26,WC,2,0,3,0,880,0.875,0,N/A,,,3,0.188,26
208,3_GR,4,8/14/19,2:26,WC,2,8,14,0,730,0.875,3,3,,,3,0.244,26
208,5_YG,4,8/14/19,2:26,WC,2,19,6,0,1103,0.875,4,1,,,3,0.253,26
208,7_BY,4,8/14/19,2:26,WC,2,1,5,6,1037,0.875,3,2,,,3,0.35,32
208,1_RY,4,8/15/19,11:59,JY,2,0,0,11,880,0.875,0,N/A,,,4,0.188,26
208,3_GR,4,8/15/19,11:59,JY,2,0,7,7,681,0.875,5,2,,,4,0.244,26
208,5_YG,4,8/15/19,11:59,JY,2,9,0,0,1212,0.875,3,1,,,4,0.253,26
208,7_BY,4,8/15/19,11:59,JY,2,0,2,11,977,0.875,1,3,,,4,0.35,32
208,1_RY,4,8/16/19,12:40,JY,2,0,0,11,880,0.875,0,N/A,,,5,0.188,26
208,3_GR,4,8/16/19,12:40,JY,2,0,10,1,657,0.875,4,2,,,5,0.244,26
208,5_YG,4,8/16/19,12:40,JY,2,12,0,0,1269,0.875,8,1,,,5,0.253,26
208,7_BY,4,8/16/19,12:40,JY,2,0,2,10,944,0.875,0,N/A,,,5,0.35,32
208,1_RY,4,8/17/19,3:28,JY,2,0,0,0,880,0.875,0,N/A,8,2,6,0.188,26
208,3_GR,4,8/17/19,3:28,JY,2,0,0,11,657,0.875,4,2,2,1,6,0.244,26
208,5_YG,4,8/17/19,3:28,JY,2,0,0,0,1269,0.875,8,1,4,3,6,0.253,26
208,7_BY,4,8/17/19,3:28,JY,2,0,0,11,944,0.875,0,N/A,0,N/A,6,0.35,32
208,1_RY,4,8/18/19,3:33,WC,2,0,0,11,880,0.875,6,2,0,N/A,7,0.188,26
208,3_GR,4,8/18/19,3:33,WC,2,0,2,9,654,0.875,2,3,0,N/A,7,0.244,26
208,5_YG,4,8/18/19,3:33,WC,2,2,0,0,1272,0.875,0,N/A,5,1,7,0.253,26
208,7_BY,4,8/18/19,3:33,WC,2,0,0,11,944,0.875,8,1,0,N/A,7,0.35,32
208,1_RY,4,8/19/19,3:13,LP,2,0,0,11,880,0.875,7,2,2,3,8,0.188,26
208,3_GR,4,8/19/19,3:13,LP,2,0,0,11,654,0.875,5,4,0,N/A,8,0.244,26
208,5_YG,4,8/19/19,3:13,LP,2,0,0,0,1272,0.875,8,1,3,2,8,0.253,26
208,7_BY,4,8/19/19,3:13,LP,2,0,0,11,944,0.875,5,3,2,1,8,0.35,32
209,8_20_BG,2,9/10/19,3:35,JY,2,12,0,0,1219,0.8889,4,1,,,1,0.412,29
209,9_YR,2,9/10/19,3:35,JY,2,0,12,9,781,0.8889,0,N/A,,,1,0.496,31
209,8_20_BG,2,9/11/19,2:23,LP,2,4,0,0,1241,0.8889,5,1,,,2,0.412,29
209,9_YR,2,9/11/19,2:23,LP,2,0,4,11,759,0.8889,2,2,,,2,0.496,31
209,8_20_BG,2,9/12/19,3:21,JY,2,0,0,0,1241,0.8889,4,1,,,3,0.412,29
209,9_YR,2,9/12/19,3:21,JY,2,0,0,11,759,0.8889,0,N/A,,,3,0.496,31
209,8_20_BG,2,9/13/19,4:16,LP,2,0,21,0,750,0.8889,4,1,,,4,0.412,29
209,9_YR,2,9/13/19,4:16,LP,2,21,0,0,1250,0.8889,2,2,,,4,0.496,31
209,8_20_BG,2,9/14/19,11:30,MD,2,0,17,0,705,0.8889,2,1,,,5,0.412,29
209,9_YR,2,9/14/19,11:30,MD,2,17,0,0,1295,0.8889,2,2,,,5,0.496,31
209,8_20_BG,2,9/15/19,4:45,LP,2,1,3,0,781,0.8889,2,1,2,1,6,0.412,29
209,9_YR,2,9/15/19,4:45,LP,2,3,1,0,1219,0.8889,2,2,2,2,6,0.496,31
209,8_20_BG,2,9/16/19,2:31,MD,2,0,2,11,769,0.8889,2,2,0,N/A,7,0.412,29
209,9_YR,2,9/16/19,2:31,MD,2,2,0,0,1231,0.8889,19,1,103,1,7,0.496,31
209,8_20_BG,2,9/17/19,11:50,LP,2,0,11,0,728,0.8889,3,1,9,1,8,0.412,29
209,9_YR,2,9/17/19,11:50,LP,2,11,0,0,1272,0.8889,4,2,5,2,8,0.496,31
209,8_20_BG,2,9/18/19,12:52,MD,2,0,12,0,702,0.8889,6,2,8,1,9,0.412,29
209,9_YR,2,9/18/19,12:52,MD,2,12,0,0,1298,0.8889,3,1,9,2,9,0.496,31
209,8_20_BG,2,9/19/19,10:29,LP,2,0,12,0,685,0.8889,2,2,4,1,10,0.412,29
209,9_YR,2,9/19/19,10:29,LP,2,12,0,0,1315,0.8889,2,1,1,2,10,0.496,31
210,10_GG,2,10/7/19,3:44,JY,2,1,0,0,1050,1,18,2,,,1,0.377,29
210,12_23_RB,2,10/7/19,3:44,JY,2,0,1,0,950,1,8,1,,,1,0.23,25
210,10_GG,2,10/8/19,3:23,MD,2,0,0,0,1050,1,8,1,,,2,0.377,29
210,12_23_RB,2,10/8/19,3:23,MD,2,0,0,11,950,1,6,2,,,2,0.23,25
210,10_GG,2,10/9/19,4:03,JY,2,0,0,0,1050,1,3,1,,,3,0.377,29
210,12_23_RB,2,10/9/19,4:03,JY,2,0,0,11,950,1,1,2,,,3,0.23,25
210,10_GG,2,10/10/19,9:48,LP,2,0,0,0,1050,1,3,1,21,1,6,0.377,29
210,12_23_RB,2,10/10/19,9:48,LP,2,0,0,11,950,1,2,2,12,2,6,0.23,25
210,10_GG,2,10/11/19,3:00,MD,2,0,0,0,1050,1,3,1,,,5,0.377,29
210,12_23_RB,2,10/11/19,3:00,MD,2,0,0,11,950,1,1,2,,,5,0.23,25
210,10_GG,2,10/12/19,12:07,LP,2,0,0,0,1050,1,7,1,,,4,0.377,29
210,12_23_RB,2,10/12/19,12:07,LP,2,0,0,11,950,1,0,N/A,,,4,0.23,25
210,10_GG,2,10/13/19,2:48,MD,2,0,0,0,1050,1,4,1,28,1,7,0.377,29
210,12_23_RB,2,10/13/19,2:48,MD,2,0,0,11,950,1,0,N/A,0,N/A,7,0.23,25
210,10_GG,2,10/14/19,4:05,JY,2,0,0,0,1050,1,4,1,14,1,8,0.377,29
210,12_23_RB,2,10/14/19,4:05,JY,2,0,0,11,950,1,0,N/A,2,2,8,0.23,25
210,10_GG,2,10/15/19,8:36,AR,2,0,0,0,1050,1,5,1,2,1,9,0.377,29
210,12_23_RB,2,10/15/19,8:36,AR,2,0,0,11,950,1,0,N/A,0,N/A,9,0.23,25
210,10_GG,2,10/16/19,3:20,JY,2,0,0,0,1050,1,5,1,3,1,10,0.377,29
210,12_23_RB,2,10/16/19,3:20,JY,2,0,0,11,950,1,0,N/A,0,N/A,10,0.23,25
211,14_BB,3,10/21/19,2:09,JY,2,0,0,0,1000,0.9269,0,N/A,,,1,0.315,26
211,15_25_RY,3,10/21/19,2:09,JY,2,0,0,0,1000,0.9269,0,N/A,,,1,0.208,25
211,16_YY,3,10/21/19,2:09,JY,2,0,0,0,1000,0.9269,0,N/A,,,1,0.252,23
211,14_BB,3,10/22/19,8:28,AR,2,0,0,0,1000,0.9269,1,1,,,2,0.315,26
211,15_25_RY,3,10/22/19,8:28,AR,2,0,0,0,1000,0.9269,2,2,,,2,0.208,25
211,16_YY,3,10/22/19,8:28,AR,2,0,0,0,1000,0.9269,0,N/A,,,2,0.252,23
211,14_BB,3,10/23/19,4:06,JY,2,0,0,0,1000,0.9269,3,1,,,3,0.315,26
211,15_25_RY,3,10/23/19,4:06,JY,2,0,1,0,950,0.9269,2,2,,,3,0.208,25
211,16_YY,3,10/23/19,4:06,JY,2,1,0,0,1050,0.9269,4,3,,,3,0.252,23
211,14_BB,3,10/24/19,8:31,AR,2,1,0,0,1057,0.9269,2,1,,,4,0.315,26
211,15_25_RY,3,10/24/19,8:31,AR,2,0,0,0,950,0.9269,4,3,,,4,0.208,25
211,16_YY,3,10/24/19,8:31,AR,2,0,1,0,993,0.9269,2,2,,,4,0.252,23
211,14_BB,3,10/25/19,2:00,ZM,2,25,0,0,1305,0.9269,1,1,,,5,0.315,26
211,15_25_RY,3,10/25/19,2:00,ZM,2,1,13,0,842,0.9269,2,2,,,5,0.208,25
211,16_YY,3,10/25/19,2:00,ZM,2,0,13,0,853,0.9269,3,2,,,5,0.252,23
211,14_BB,3,10/26/19,3:42,MD,2,25,0,0,1386,0.9269,1,2,6,2,6,0.315,26
211,15_25_RY,3,10/26/19,3:42,MD,2,1,9,0,857,0.9269,4,1,5,1,6,0.208,25
211,16_YY,3,10/26/19,3:42,MD,2,0,17,0,757,0.9269,1,3,5,3,6,0.252,23
211,14_BB,3,10/27/19,1:22,LP,2,5,0,0,1397,0.9269,1,1,0,N/A,7,0.315,26
211,15_25_RY,3,10/27/19,1:22,LP,2,9,3,0,1006,0.9269,2,3,1,1,7,0.208,25
211,16_YY,3,10/27/19,1:22,LP,2,0,11,0,597,0.9269,3,2,0,N/A,7,0.252,23
211,14_BB,3,10/28/19,3:30,JY,2,20,0,0,1446,0.9269,3,1,2,3,8,0.315,26
211,15_25_RY,3,10/28/19,3:30,JY,2,3,8,0,984,0.9269,2,2,9,1,8,0.208,25
211,16_YY,3,10/28/19,3:30,JY,2,0,15,0,570,0.9269,1,3,7,2,8,0.252,23
211,14_BB,3,10/29/19,8:34,AR,2,8,0,0,1464,0.9269,3,1,3,2,9,0.315,26
211,15_25_RY,3,10/29/19,8:34,AR,2,1,4,2,974,0.9269,2,2,5,1,9,0.208,25
211,16_YY,3,10/29/19,8:34,AR,2,0,5,3,562,0.9269,2,3,1,3,9,0.252,23
211,14_BB,3,10/30/19,11:50,ZM,2,17,0,0,1499,0.9269,4,2,3,3,10,0.315,26
211,15_25_RY,3,10/30/19,11:50,ZM,2,4,11,0,970,0.9269,4,1,2,2,10,0.208,25
211,16_YY,3,10/30/19,11:50,ZM,2,0,10,0,531,0.9269,0,N/A,2,1,10,0.252,23
212,5_YR,3,12/3/19,3:40,AR,2,7,0,0,1225,0.8822,7,2,,,1,0.351,26
212,6_BB,3,12/3/19,3:40,AR,2,0,3,0,909,0.8822,8,1,,,1,0.393,29
212,4_4_BR,3,12/3/19,3:40,AR,2,0,4,0,866,0.8822,9,3,,,1,0.219,26
212,5_YR,3,12/4/19,2:28,CR,2,15,1,0,1236,0.8822,7,2,,,2,0.351,26
212,6_BB,3,12/4/19,2:28,CR,2,10,2,0,1128,0.8822,8,1,,,2,0.393,29
212,4_4_BR,3,12/4/19,2:28,CR,2,0,22,0,636,0.8822,0,N/A,,,2,0.219,26
212,5_YR,3,12/5/19,4:15,LP,2,13,3,0,1160,0.8822,5,2,,,3,0.351,26
212,6_BB,3,12/5/19,4:15,LP,2,7,7,0,1233,0.8822,2,1,,,3,0.393,29
212,4_4_BR,3,12/5/19,4:15,LP,2,0,10,1,607,0.8822,4,3,,,3,0.219,26
212,5_YR,3,12/6/19,3:45,JY,2,12,0,0,1320,0.8822,5,1,,,4,0.351,26
212,6_BB,3,12/6/19,3:45,JY,2,1,10,4,945,0.8822,3,3,,,4,0.393,29
212,4_4_BR,3,12/6/19,3:45,JY,2,2,5,0,735,0.8822,4,2,,,4,0.219,26
212,5_YR,3,12/7/19,2:38,MD,2,8,0,0,1368,0.8822,8,2,,,5,0.351,26
212,6_BB,3,12/7/19,2:38,MD,2,0,8,0,897,0.8822,2,1,,,5,0.393,29
212,4_4_BR,3,12/7/19,2:38,MD,2,0,0,11,735,0.8822,2,3,,,5,0.219,26
212,5_YR,3,12/8/19,2:30,LP,2,18,1,0,1340,0.8822,4,1,5,1,6,0.351,26
212,6_BB,3,12/8/19,2:30,LP,2,0,17,3,731,0.8822,2,3,2,2,6,0.393,29
212,4_4_BR,3,12/8/19,2:30,LP,2,3,3,0,929,0.8822,1,2,2,3,6,0.219,26
212,5_YR,3,12/9/19,3:40,JY,2,19,0,0,1404,0.8822,14,2,5,2,7,0.351,26
212,6_BB,3,12/9/19,3:40,JY,2,0,13,0,672,0.8822,3,1,1,1,7,0.393,29
212,4_4_BR,3,12/9/19,3:40,JY,2,3,9,1,924,0.8822,2,3,0,N/A,7,0.219,26
212,5_YR,3,12/10/19,8:24,AR,2,10,0,0,1435,0.8822,5,1,30,1,8,0.351,26
212,6_BB,3,12/10/19,8:24,AR,2,0,10,0,604,0.8822,1,2,26,2,8,0.393,29
212,4_4_BR,3,12/10/19,8:24,AR,2,5,5,2,961,0.8822,2,3,21,3,8,0.219,26
212,5_YR,3,12/11/19,2:06,CR,2,11,0,0,1445,0.8822,3,1,9,1,9,0.351,26
212,6_BB,3,12/11/19,2:06,CR,2,0,10,0,594,0.8822,5,2,3,3,9,0.393,29
212,4_4_BR,3,12/11/19,2:06,CR,2,1,2,0,961,0.8822,1,3,2,2,9,0.219,26
212,5_YR,3,12/12/19,2:50,LP,2,1,0,0,1449,0.8822,2,1,15,1,10,0.351,26
212,6_BB,3,12/12/19,2:50,LP,2,0,0,11,594,0.8822,3,2,1,3,10,0.393,29
212,4_4_BR,3,12/12/19,2:50,LP,2,0,1,10,957,0.8822,1,3,8,2,10,0.219,26
201,6_YB,3,1/16/20,10:45,LP,2,0,0,0,1000,0.9573,3,2,,,1,0.354,27
201,8_RY,3,1/16/20,10:45,LP,2,0,0,0,1000,0.9573,0,N/A,,,1,0.545,30
201,7_RR,3,1/16/20,10:45,LP,2,0,0,0,1000,0.9573,6,1,,,1,0.578,32
201,6_YB,3,1/17/20,11:15,LP,2,0,0,0,1000,0.9573,2,1,,,2,0.354,27
201,8_RY,3,1/17/20,11:15,LP,2,0,0,0,1000,0.9573,10,3,,,2,0.545,30
201,7_RR,3,1/17/20,11:15,LP,2,0,0,0,1000,0.9573,9,2,,,2,0.578,32
201,6_YB,3,1/18/20,11:32,JY,2,0,0,0,1000,0.9573,3,1,,,3,0.354,27
201,8_RY,3,1/18/20,11:32,JY,2,0,0,0,1000,0.9573,4,2,,,3,0.545,30
201,7_RR,3,1/18/20,11:32,JY,2,0,0,0,1000,0.9573,1,3,,,3,0.578,32
201,6_YB,3,1/19/20,2:44,MD,2,0,1,0,950,0.9573,1,1,,,4,0.354,27
201,8_RY,3,1/19/20,2:44,MD,2,0,0,0,1000,0.9573,1,3,,,4,0.545,30
201,7_RR,3,1/19/20,2:44,MD,2,1,0,0,1050,0.9573,3,2,,,4,0.578,32
201,6_YB,3,1/20/20,3:00,LP,2,0,2,0,907,0.9573,2,2,,,5,0.354,27
201,8_RY,3,1/20/20,3:00,LP,2,0,3,0,901,0.9573,1,1,,,5,0.545,30
201,7_RR,3,1/20/20,3:00,LP,2,5,0,0,1192,0.9573,3,3,,,5,0.578,32
201,6_YB,3,1/21/20,11:20,LP,2,0,0,0,907,0.9573,2,1,1,2,6,0.354,27
201,8_RY,3,1/21/20,11:20,LP,2,0,1,0,886,0.9573,0,N/A,0,N/A,6,0.545,30
201,7_RR,3,1/21/20,11:20,LP,2,1,0,0,1207,0.9573,4,2,7,1,6,0.578,32
201,6_YB,3,1/22/20,2:42,JY,2,0,3,0,872,0.9573,1,3,4,2,7,0.354,27
201,8_RY,3,1/22/20,2:42,JY,2,0,1,0,873,0.9573,3,1,0,N/A,7,0.545,30
201,7_RR,3,1/22/20,2:42,JY,2,4,0,0,1255,0.9573,3,2,14,1,7,0.578,32
201,6_YB,3,1/23/20,10:55,LP,2,0,0,0,872,0.9573,1,3,1,3,8,0.354,27
201,8_RY,3,1/23/20,10:55,LP,2,0,1,0,864,0.9573,2,1,8,1,8,0.545,30
201,7_RR,3,1/23/20,10:55,LP,2,1,0,0,1264,0.9573,3,2,32,2,8,0.578,32
201,6_YB,3,1/24/20,3:53,JY,2,0,6,0,741,0.9573,0,N/A,0,N/A,9,0.354,27
201,8_RY,3,1/24/20,3:53,JY,2,3,0,0,973,0.9573,3,1,1,2,9,0.545,30
201,7_RR,3,1/24/20,3:53,JY,2,3,0,0,1286,0.9573,3,2,5,1,9,0.578,32
201,6_YB,3,1/25/20,1:51,MD,2,0,7,0,725,0.9573,1,2,5,2,10,0.354,27
201,8_RY,3,1/25/20,1:51,MD,2,0,3,0,941,0.9573,1,3,0,N/A,10,0.545,30
201,7_RR,3,1/25/20,1:51,MD,2,10,0,0,1334,0.9573,4,1,6,1,10,0.578,32
202,13_BR,4,2/12/20,3:39,JY,2,4,7,0,1053,0.811,2,3,,,1,0.368,26
202,11_BY,4,2/12/20,3:39,JY,2,13,1,0,1190,0.811,6,1,,,1,0.374,25
202,12_BB,4,2/12/20,3:39,JY,2,0,9,0,764,0.811,2,2,,,1,0.388,26
202,10_YR,4,2/12/20,3:39,JY,2,1,1,0,993,0.811,1,4,,,1,0.482,30
202,13_BR,4,2/13/20,4:51,LP,2,0,0,0,1053,0.811,2,3,,,2,0.368,26
202,11_BY,4,2/13/20,4:51,LP,2,0,0,0,1190,0.811,3,4,,,2,0.374,25
202,12_BB,4,2/13/20,4:51,LP,2,0,0,0,764,0.811,1,1,,,2,0.388,26
202,10_YR,4,2/13/20,4:51,LP,2,0,0,0,993,0.811,1,2,,,2,0.482,30
202,13_BR,4,2/14/20,10:10,LP,2,1,0,0,1082,0.811,1,3,,,3,0.368,26
202,11_BY,4,2/14/20,10:10,LP,2,0,1,0,913,0.811,4,4,,,3,0.374,25
202,12_BB,4,2/14/20,10:10,LP,2,0,0,0,954,0.811,5,2,,,3,0.388,26
202,10_YR,4,2/14/20,10:10,LP,2,0,0,0,1051,0.811,1,1,,,3,0.482,30
202,13_BR,4,2/15/20,1:00,LP,2,4,6,0,1173,0.811,1,3,,,4,0.368,26
202,11_BY,4,2/15/20,1:00,LP,2,1,3,0,725,0.811,4,1,,,4,0.374,25
202,12_BB,4,2/15/20,1:00,LP,2,5,2,0,855,0.811,2,2,,,4,0.388,26
202,10_YR,4,2/15/20,1:00,LP,2,1,0,0,1247,0.811,1,4,,,4,0.482,30
202,13_BR,4,2/16/20,5:13,LP,2,12,9,0,1173,0.811,1,3,,,5,0.368,26
202,11_BY,4,2/16/20,5:13,LP,2,2,7,0,725,0.811,3,1,,,5,0.374,25
202,12_BB,4,2/16/20,5:13,LP,2,2,7,0,855,0.811,2,2,,,5,0.388,26
202,10_YR,4,2/16/20,5:13,LP,2,7,0,0,1247,0.811,2,4,,,5,0.482,30
202,13_BR,4,2/17/20,4:22,LP,2,6,2,0,1213,0.811,2,3,3,2,6,0.368,26
202,11_BY,4,2/17/20,4:22,LP,2,1,3,0,732,0.811,2,2,4,1,6,0.374,25
202,12_BB,4,2/17/20,4:22,LP,2,2,6,0,827,0.811,1,4,5,3,6,0.388,26
202,10_YR,4,2/17/20,4:22,LP,2,3,1,0,1228,0.811,3,1,2,4,6,0.482,30
